Game Name,Minimum Completion Time,Install Size (MB),Install Size Per Hour
Army of TWO: The 40th Day,40.0,6050.0,151.25
Army of TWO (EU),30.0,6210.0,207.0
Army of TWO,40.0,6210.0,155.25
Army of Ruin,40.0,827.0,20.675
Armored Freedom,13.0,825.0,63.46153846153846
Armored Core: Verdict Day,60.0,5080.0,84.66666666666667
Armored Core VI: Fires of Rubicon,40.0,53540.0,1338.5
Armikrog,2.0,2900.0,1450.0
Armello,40.0,1320.0,33.0
Armed and Gelatinous: Couch Edition,3.0,1230.0,410.0
Armed Emeth,15.0,840.0,56.0
Arma Reforger,594.0,19230.0,32.37373737373738
Arkham Horror: Mother's Embrace,10.0,4019.9999999999995,401.99999999999994
Arkanoid Live!,10.0,129.0,12.9
Arkanoid Eternal Battle,33.0,715.0,21.666666666666668
Arkan: The dog adventurer (Xbox One),1.0,346.0,346.0
Arkan: The dog adventurer,1.0,541.0,541.0
Arkadian Warriors,8.0,103.0,12.875
Aritana and the Twin Masks,11.0,1910.0,173.63636363636363
Aritana and the Harpy's Feather,6.0,2460.0,410.0
Arise: A simple story,8.0,5950.0,743.75
Ario,1.0,6850.0,6850.0
Arietta of Spirits,8.0,359.0,44.875
Argonauts Agency 6: Missing Daughter,2.0,839.0,419.5
Argonauts Agency 5: Captive of Circe,2.0,870.0,435.0
Argonauts Agency 4: Glove of Midas,2.0,750.0,375.0
Argonauts Agency 3: Chair of Hephaestus,2.0,712.0,356.0
Argonauts Agency 2: Pandora's Box,2.0,663.0,331.5
Argonauts Agency 1: Golden Fleece,2.0,630.0,315.0
Arenas Of Tanks,0.25,523.0,2092.0
Area 86,4.0,359.0,89.75
Are You Smarter Than a 5th Grader?,10.0,2510.0,251.0
Archvale,8.0,1140.0,142.5
Archaica: The Path Of Light,2.0,1560.0,780.0
Arcadian Atlas,20.0,3060.0,153.0
Arcadia Fallen,33.0,1250.0,37.878787878787875
Arcadegeddon,40.0,7990.0,199.75
Arcade Spirits: The New Challengers,3.0,1100.0,366.6666666666667
Arcade Spirits,2.0,749.0,374.5
Arcade Paradise,40.0,4890.0,122.25
Arcade Islands: Volume One,12.0,1710.0,142.5
Arcade Classics Anniversary Collection,5.0,405.0,81.0
ArcRunner,29.0,4430.0,152.75862068965517
Aragami: Shadow Edition,20.0,7300.0,365.0
Aragami 2,20.0,9610.0,480.5
Ara: History Untold,50.0,32350.0,647.0
Ara Fell: Enhanced Edition,20.0,2650.0,132.5
Aquarun (Windows),0.25,74.0,296.0
Aquarun,0.25,390.0,1560.0
Aquarium Land,5.0,682.0,136.4
Aquarium Designer,7.0,15600.0,2228.5714285714284
Aquarist,21.0,6230.0,296.6666666666667
Aquadine,0.25,1070.0,4280.0
Aqua: Naval Warfare,6.0,378.0,63.0
Aqua Moto Racing Utopia,15.0,5990.0,399.3333333333333
Apsulov: End of Gods,47.0,3510.0,74.68085106382979
Apples to Apples,10.0,90.0,9.0
Apple Slash,0.5,546.0,1092.0
Apollo Justice: Ace Attorney Trilogy,60.0,25480.0,424.6666666666667
Apocalipsis: The Tree of the Knowledge of Good and Evil,2.0,3920.0,1960.0
Apex Legends,60.0,106570.0,1776.1666666666667
Apache: Air Assault,20.0,1400.0,70.0
Anuchard,6.0,1310.0,218.33333333333334
Antstream Arcade,15.0,425.0,28.333333333333332
Antiquia Lost,15.0,630.0,42.0
Antigraviator,27.0,8600.0,318.51851851851853
Anthology of Fear,1.0,3350.0,3350.0
Anthem,60.0,58210.0,970.1666666666666
Antarctica 88,1.0,479.0,479.0
AntVentor,0.5,965.0,1930.0
Anoxemia,12.0,3580.0,298.3333333333333
Another World: 20th Anniversary Edition,1.0,268.0,268.0
Another Sight,4.0,3880.0,970.0
Another Dawn,1.0,5640.0,5640.0
Another Crab's Treasure,15.0,4320.0,288.0
Anomaly: Warzone Earth,8.0,391.0,48.875
Anomaly Agent,10.0,731.0,73.1
Anodyne 2: Return to Dust,8.0,646.0,80.75
Anodyne,5.0,172.0,34.4
Anode,4.0,391.0,97.75
Anno 1800 Console Edition,50.0,43520.0,870.4
Anna's Quest,3.0,1022.0,340.6666666666667
Anna - Extended Edition,8.0,1080.0,135.0
Ankora: Lost Days,12.0,1150.0,95.83333333333333
Aniquilation,5.0,2310.0,462.0
Animus: Revenant,97.0,1710.0,17.628865979381445
Animus - Stand Alone,15.0,2240.0,149.33333333333334
Anime Studio Story,12.0,430.0,35.833333333333336
Animated Puzzles Star (Windows),15.0,117.0,7.8
Animal Super Squad,5.0,395.0,79.0
Animal Shelter Simulator,60.0,1040.0,17.333333333333332
Animal Lover,0.25,734.0,2936.0
Animal Hospital,6.0,1430.0,238.33333333333334
Animal Friends Adventure,13.0,4300.0,330.7692307692308
Animal Doctor,5.0,2780.0,556.0
Anima: Gate of Memories – The Nameless Chronicles,20.0,6390.0,319.5
Anima: Gate of Memories,20.0,4710.0,235.5
Angry Video Game Nerd I & II Deluxe,6.0,528.0,88.0
Angry Birds Trilogy,300.0,1250.0,4.166666666666667
Angry Birds Star Wars (Xbox 360),40.0,1300.0,32.5
Angry Birds Star Wars (Windows),25.0,95.0,3.8
Angry Birds Star Wars,50.0,1810.0,36.2
Angry Birds Space (Windows),30.0,64.0,2.1333333333333333
AngerForce: Reloaded,15.0,4059.9999999999995,270.66666666666663
Angels with Scaly Wings,1.0,1580.0,1580.0
Angels of Death,6.0,3470.0,578.3333333333334
Andromeda Survivors (Windows),0.5,29.0,58.0
Andromeda Survivors,0.5,345.0,690.0
Andro Dunos 2,10.0,395.0,39.5
Ancients of Ooga,8.0,64.0,8.0
Ancient Stories: Gods of Egypt,1.0,517.0,517.0
Ancient Phantasma,12.0,454.0,37.833333333333336
Ancient Ants Adventure (Xbox One),0.25,439.0,1756.0
Ancient Ants Adventure (Windows),0.25,122.0,488.0
Ancient Ants Adventure,0.25,439.0,1756.0
Ancestors: The Humankind Odyssey,40.0,5360.0,134.0
Ancestors Legacy,63.0,10940.0,173.65079365079364
Anarkade,11.0,555.0,50.45454545454545
Anarcute,12.0,1590.0,132.5
Anarchy Reigns,20.0,7610.0,380.5
An Evil Existence,1.0,12000.0,12000.0
An Airport for Aliens Currently Run by Dogs,1.0,2930.0,2930.0
Ampersat,14.0,7020.0,501.42857142857144
Amped 3,15.0,6100.0,406.6666666666667
Among the Sleep - Enhanced Edition,2.0,3460.0,1730.0
Among Us,10.0,1140.0,114.0
Amoeba Battle,13.0,557.0,42.84615384615385
Amnesia: The Bunker,8.0,17160.0,2145.0
Amnesia: Rebirth,12.0,34310.0,2859.1666666666665
Amnesia: Collection (Windows),15.0,7740.0,516.0
Amnesia: Collection,15.0,5680.0,378.6666666666667
Ammo Pigs: Cocked and Loaded,0.25,267.0,1068.0
American Ninja Warrior: Challenge,8.0,3140.0,392.5
American Hero,8.0,3070.0,383.75
American Fugitive,22.0,1320.0,60.0
Ambulance Life: A Paramedic Simulator,76.0,63420.0,834.4736842105264
Ambition Record,15.0,1570.0,104.66666666666667
Amazing Superhero Squad (Xbox One),2.0,1480.0,740.0
Amazing Superhero Squad,1.0,4059.9999999999995,4059.9999999999995
Amazing Princess Sarah,15.0,161.0,10.733333333333333
Amazing Maze,1.0,988.0,988.0
Amazing Cultivation Simulator (Windows),24.0,2050.0,85.41666666666667
Amazing Chicken Adventures,16.0,2060.0,128.75
Amazing Breaker,35.0,589.0,16.82857142857143
Amaneka of Dawn and the Deep-Blue Golem,20.0,833.0,41.65
Amanda the Adventurer,0.5,1840.0,3680.0
Amabilly,0.5,365.0,730.0
Alwa's Awakening,12.0,538.0,44.833333333333336
Alvin & The Chipmunks: Chipwrecked,3.0,1040.0,346.6666666666667
Alveole (Xbox One),0.25,288.0,1152.0
Alveole,0.25,448.0,1792.0
Alvastia Chronicles,15.0,703.0,46.86666666666667
Aluna: Sentinel of the Shards,12.0,7260.0,605.0
Alto's Adventure (Windows),300.0,131.0,0.43666666666666665
Alterity Experience,1.0,3610.0,3610.0
Alteric,4.0,266.0,66.5
Altered Beast,1.0,17.0,17.0
Alphaset by POWGI,1.0,360.0,360.0
Alphadia Neo,10.0,1530.0,153.0
Alphadia I & II,25.0,2029.9999999999998,81.19999999999999
Alphadia Genesis 2,15.0,775.0,51.666666666666664
Alphadia Genesis,20.0,189.0,9.45
AlphaLink,152.0,1740.0,11.447368421052632
AlphaJax (Windows),3.0,37.0,12.333333333333334
Alpha Protocol,50.0,5850.0,117.0
Alpha Particle,9.0,1410.0,156.66666666666666
Alpacapaca Dash (Windows),0.25,1270.0,5080.0
Alpacapaca Dash,0.25,635.0,2540.0
Alone in the Dark,15.0,29770.0,1984.6666666666667
Alone In The Dark (2008),15.0,6460.0,430.6666666666667
Almost There: The Platformer,6.0,406.0,67.66666666666667
Almost My Floor (Xbox One),1.0,2070.0,2070.0
Almost My Floor,1.0,2240.0,2240.0
Alluris,14.0,577.0,41.214285714285715
Allison's Diary: Rebirth,1.0,4150.0,4150.0
All-Star Fruit Racing,30.0,3230.0,107.66666666666667
All of Us Are Dead...,0.5,1470.0,2940.0
All Zombies Must Die!,8.0,414.0,51.75
All You Need Is Help,15.0,5720.0,381.3333333333333
Alisa Developer's Cut,29.0,986.0,34.0
Alina of the Arena,41.0,611.0,14.902439024390244
Aliens: Fireteam Elite,102.0,30000.0,294.11764705882354
Aliens: Dark Descent,50.0,32500.0,650.0
Aliens: Colonial Marines,35.0,6320.0,180.57142857142858
Aliens vs. Predator,50.0,6120.0,122.4
AlienCruise,4.0,2710.0,677.5
Alien: Isolation (Xbox 360),20.0,4800.0,240.0
Alien: Isolation (Windows),15.0,34040.0,2269.3333333333335
Alien: Isolation,40.0,24410.0,610.25
Alien Rage,10.0,1710.0,171.0
Alien Hominid Invasion,21.0,1470.0,70.0
Alien Hominid HD,4.0,607.0,151.75
Alien Hominid 360,6.0,50.0,8.333333333333334
Alien Breed Episode 3: Descent,15.0,562.0,37.46666666666667
Alien Breed Episode 2: Assault,12.0,553.0,46.083333333333336
Alien Breed Episode 1: Evolution,8.0,425.0,53.125
Alice: Madness Returns,20.0,5410.0,270.5
Alice in Wonderland,60.0,513.0,8.55
Alice Sisters,3.0,655.0,218.33333333333334
Alfred Hitchcock - Vertigo,8.0,20160.0,2520.0
Alfonzo's Arctic Adventure,1.0,314.0,314.0
Alexio,0.25,173.0,692.0
Alex Kidd in Miracle World DX,1.0,1340.0,1340.0
Alekhine's Gun,12.0,5880.0,490.0
Alder's Blood: Definitive Edition,27.0,699.0,25.88888888888889
Alchemy Garden,72.0,1080.0,15.0
Alchemist: The Potion Monger,24.0,2080.0,86.66666666666667
Alchemist Simulator,6.0,1280.0,213.33333333333334
Alchemist Adventure,112.0,5130.0,45.80357142857143
Alchemic Cutie,78.0,1140.0,14.615384615384615
Albert and Otto,2.0,631.0,315.5
Albedo: Eyes from Outer Space,2.0,2440.0,1220.0
Albacete Warrior,2.0,3510.0,1755.0
Alba: A Wildlife Adventure,2.0,1430.0,715.0
Alan Wake's American Nightmare,8.0,1330.0,166.25
Alan Wake Remastered,20.0,36670.0,1833.5
Alan Wake 2,20.0,100700.0,5035.0
Alan Wake,15.0,6230.0,415.3333333333333
Akuto: Showdown,21.0,863.0,41.095238095238095
Akuatica: Turtle Racing,9.0,734.0,81.55555555555556
Akinofa,0.25,376.0,1504.0
Akimbot,16.0,8000.0,500.0
Akane,6.0,798.0,133.0
Akai Katana Shin,182.0,1090.0,5.989010989010989
Airoheart,20.0,633.0,31.65
Airheart - Tales of broken Wings,2.0,1060.0,530.0
Airhead,33.0,3240.0,98.18181818181819
Aircraft RC-2 (Windows),12.0,541.0,45.083333333333336
Aircraft Evolution,2.0,546.0,273.0
Aircraft Carrier Survival,279.0,5080.0,18.2078853046595
Airborne Kingdom,16.0,1390.0,86.875
AirMech Arena (Xbox 360),40.0,245.0,6.125
AirMech Arena,40.0,493.0,12.325
Air Missions: HIND,6.0,2660.0,443.3333333333333
Air Guitar Warrior for Kinect,3.0,1650.0,550.0
Air Guitar Warrior Gamepad Edition,2.0,1650.0,825.0
Air Conflicts: Vietnam,8.0,3380.0,422.5
Air Conflicts: Secret Wars (EU),10.0,2450.0,245.0
Air Conflicts: Secret Wars,12.0,2450.0,204.16666666666666
Air Conflicts: Pacific Carriers,10.0,2940.0,294.0
Air Bounce - The Jump 'n' Run Challenge,1.0,460.0,460.0
Aimlabs,5.0,14340.0,2868.0
Ailment,0.5,250.0,500.0
Aidan in Danger,0.5,484.0,968.0
Aground,35.0,611.0,17.457142857142856
Agriculture (Windows),2.0,335.0,167.5
Agriculture,2.0,335.0,167.5
Agony,20.0,10490.0,524.5
Ages of Mages - The last keeper,12.0,2640.0,220.0
Agents vs Villain,16.0,3660.0,228.75
Agents of Mayhem,40.0,45410.0,1135.25
Agent Walker: Secret Journey,2.0,786.0,393.0
Agent Intercept,12.0,3150.0,262.5
Agent Fall,0.5,611.0,1222.0
Agent A: A puzzle in disguise,4.0,1680.0,420.0
Age of Wonders: Planetfall (Windows),74.0,15740.0,212.7027027027027
Age of Wonders: Planetfall,396.0,8600.0,21.717171717171716
Age of Wonders 4 (Windows),299.0,19780.0,66.15384615384616
Age of Wonders 4,80.0,18070.0,225.875
Age of Water,958.0,15610.0,16.29436325678497
Age of Sparta (Windows),40.0,98.0,2.45
Age of Mythology: Retold,45.0,25420.0,564.8888888888889
Age of Empires: Definitive Edition (Windows),2.0,12180.0,6090.0
Age of Empires: Definitive Edition (2018) (Windows),4.0,17430.0,4357.5
Age of Empires: Castle Siege (Windows),200.0,321.0,1.605
Age of Empires: Castle Siege (UWP),150.0,1490.0,9.933333333333334
Age of Empires IV: Anniversary Edition,95.0,90540.0,953.0526315789474
Age of Empires III: Definitive Edition (Windows),8.0,54310.0,6788.75
Age of Empires II: Definitive Edition,242.0,54500.0,225.20661157024793
Age of Booty,6.0,77.0,12.833333333333334
Agatha Knife,5.0,400.0,80.0
Agatha Christie - The ABC Murders (Xbox One),8.0,1480.0,185.0
Agatha Christie - The ABC Murders,8.0,2029.9999999999998,253.74999999999997
Agatha Christie - Murder on the Orient Express,12.0,21800.0,1816.6666666666667
Agatha Christie - Hercule Poirot: The London Case,6.0,5710.0,951.6666666666666
Agatha Christie - Hercule Poirot: The First Cases,6.0,4560.0,760.0
Against the Storm (Windows),200.0,5810.0,29.05
Afterparty,10.0,4150.0,415.0
Afterimage,50.0,2760.0,55.2
Afterglitch,0.25,6020.0,24080.0
Afterdream,1.0,391.0,391.0
Aftercharge,5.0,2450.0,490.0
After You - Level Escape,0.25,1480.0,5920.0
After Wave: Downfall,0.25,625.0,2500.0
After Us,12.0,27520.0,2293.3333333333335
After Burner Climax,2.0,495.0,247.5
Afro Samurai,20.0,3300.0,165.0
AeternoBlade II: Infinity (Xbox One),57.0,6140.0,107.71929824561404
AeternoBlade II: Infinity,138.0,11320.0,82.02898550724638
AeternoBlade,25.0,2350.0,94.0
Aeterna Noctis,134.0,7980.0,59.55223880597015
Aery - Vikings,0.25,2790.0,11160.0
Aery - The Lost Hero,1.0,6640.0,6640.0
Aery - Stone Age,1.0,3710.0,3710.0
Aery - Sky Castle,1.0,3800.0,3800.0
Aery - Peace of Mind 2,0.5,8250.0,16500.0
Aery - Peace of Mind,0.5,5150.0,10300.0
Aery - Path of Corruption,0.25,4140.0,16560.0
Aery - Midnight Hour,1.0,3480.0,3480.0
Aery - Little Bird Adventure,1.0,1170.0,1170.0
Aery - Last Day of Earth,0.25,10210.0,40840.0
Aery - Heaven & Hell,1.0,3420.0,3420.0
Aery - Flow of Time,1.0,4860.0,4860.0
Aery - Dreamscape,1.0,4110.0,4110.0
Aery - Cyber City,1.0,4140.0,4140.0
Aery - Calm Mind 4,1.0,5420.0,5420.0
Aery - Calm Mind 3,1.0,4550.0,4550.0
Aery - Calm Mind 2,1.0,2880.0,2880.0
Aery - Calm Mind,1.0,2370.0,2370.0
Aery - Broken Memories,1.0,1730.0,1730.0
Aery - Ancient Empires,0.5,5520.0,11040.0
Aery - A New Frontier,1.0,4800.0,4800.0
Aery - A Journey Beyond Time,1.0,3210.0,3210.0
Aero The Acro-Bat: Rascal Rival Revenge,2.0,370.0,185.0
Aero The Acro-Bat 2,1.0,361.0,361.0
Aero The Acro-Bat,1.0,508.0,508.0
Aerial_Knight's Never Yield,3.0,1260.0,420.0
AereA,20.0,3780.0,189.0
Aeon Must Die!,43.0,2740.0,63.72093023255814
Aeon Drive,8.0,1150.0,143.75
Aegis Wing,1.0,47.0,47.0
Adventures of Pip,6.0,680.0,113.33333333333333
Adventures of Chris,47.0,1340.0,28.51063829787234
Adventures of Bertram Fiddle 2: A Bleaker Predicklement,2.0,1630.0,815.0
Adventures of Bertram Fiddle 1: A Dreadly Business,1.0,1024.0,1024.0
Adventure Time: The Secret of the Nameless Kingdom,15.0,887.0,59.13333333333333
Adventure Time: Pirates of the Enchiridion,10.0,1960.0,196.0
Adventure Time: Finn and Jake Investigations (Xbox 360),6.0,1500.0,250.0
Adventure Time: Finn and Jake Investigations,6.0,3570.0,595.0
Adventure Time: Explore the Dungeon Because IDK,40.0,905.0,22.625
Adventure Tanks,1.0,1330.0,1330.0
Adventure Pop,15.0,1360.0,90.66666666666667
Adrian's Tale,11.0,886.0,80.54545454545455
Adrenalin Misfits (EU/JP),8.0,3290.0,411.25
Adrenalin Misfits,5.0,3290.0,658.0
Adore,62.0,2680.0,43.225806451612904
Adios,1.0,2380.0,2380.0
Adera (Windows),1.0,1017.0,1017.0
Adam's Venture: Origins,4.0,4890.0,1222.5
Adam Wolfe,5.0,1570.0,314.0
Ad Infinitum,8.0,21000.0,2625.0
Active Soccer 2019,10.0,716.0,71.6
Active Soccer 2 DX,6.0,334.0,55.666666666666664
Active Neurons 3 - Wonders Of The World,2.0,516.0,258.0
Active Neurons 2,2.0,381.0,190.5
Active Neurons - Puzzle game (Xbox One),1.0,282.0,282.0
Active Neurons - Puzzle game,1.0,480.0,480.0
Action SuperCross,13.0,337.0,25.923076923076923
Action News Heroes,4.0,3620.0,905.0
Action Henk,20.0,2100.0,105.0
Action Arcade Wrestling,2.0,786.0,393.0
Across the Obelisk,138.0,5830.0,42.2463768115942
Acorn Assault: Rodent Revolution,4.0,802.0,200.5
Achtung! Cthulhu Tactics,29.0,3360.0,115.86206896551724
Achilles: Legends Untold,56.0,17090.0,305.17857142857144
Aces of the Luftwaffe - Squadron,12.0,1700.0,141.66666666666666
Aces of the Galaxy,6.0,48.0,8.0
Ace Combat: Assault Horizon,80.0,7690.0,96.125
Ace Combat 7: Skies Unknown,100.0,45790.0,457.9
Ace Combat 6: Fires of Liberation,80.0,4800.0,60.0
Ace Attorney Investigations Collection,60.0,7900.0,131.66666666666666
Accident,3.0,6590.0,2196.6666666666665
Access Denied: Escape,1.0,776.0,776.0
Access Denied,0.5,576.0,1152.0
Acceptance,0.5,1690.0,3380.0
Acalesia,0.5,333.0,666.0
Abyss: The Wraiths of Eden,5.0,1170.0,234.0
Abyss Odyssey,15.0,533.0,35.53333333333333
Abyss (Windows),3.0,67.0,22.333333333333332
Absolver,40.0,12500.0,312.5
Absolute Drift: Zen Edition,8.0,500.0,62.5
Aborigenus,0.5,71.0,142.0
Abo Khashem,66.0,3320.0,50.303030303030305
Aaero2,25.0,5590.0,223.6
Aaero,8.0,2009.9999999999998,251.24999999999997
Aabs Animals,0.25,471.0,1884.0
AXES,1.0,408.0,408.0
AWAY: Journey To The Unexpected,3.0,4850.0,1616.6666666666667
AVICII Invector,8.0,2630.0,328.75
ATV Drift & Tricks: Definitive Edition,15.0,5150.0,343.3333333333333
ATOMINE,15.0,432.0,28.8
ATOM RPG,8.0,9470.0,1183.75
ASTROSMASH,2.0,1040.0,520.0
ASTRO AQUA KITTY,9.0,589.0,65.44444444444444
ASCENDANCE - First Horizon,1.0,806.0,806.0
ARK: Survival Evolved,2.0,155960.0,77980.0
ARK: Survival Ascended,1.0,192220.0,192220.0
ARIDA: Backland's Awakening,6.0,1210.0,201.66666666666666
ARCADE GAME SERIES: Pac-Man,2.0,916.0,458.0
ARCADE GAME SERIES: Ms. Pac-Man,1.0,913.0,913.0
ARCADE GAME SERIES: GALAGA,3.0,899.0,299.6666666666667
ARCADE GAME SERIES: DIG DUG,2.0,899.0,449.5
AQUA KITTY UDX: Xbox One Ultra Edition,12.0,331.0,27.583333333333332
APICO,64.0,373.0,5.828125
APB Reloaded,1509.0,12740.0,8.442677269715043
AO Tennis 2,15.0,8740.0,582.6666666666666
AO Tennis,60.0,9010.0,150.16666666666666
ANVIL: Vault Breaker,181.0,14030.0,77.51381215469613
ANNO: Mutationem,20.0,9230.0,461.5
ANIMAL WELL,10.0,363.0,36.3
AMY,10.0,1550.0,155.0
AMEDAMA,53.0,2940.0,55.471698113207545
ALUMNI - Escape Room Adventure,0.25,2930.0,11720.0
AK-xolotl,20.0,799.0,39.95
AIPD,8.0,265.0,33.125
AI: The Somnium Files - nirvanA Initiative,30.0,14270.0,475.6666666666667
AI: The Somnium Files,20.0,14410.0,720.5
AFL Live 2,20.0,3260.0,163.0
AFL Evolution 2,238.0,25880.0,108.73949579831933
AFL Evolution,111.0,20520.0,184.86486486486487
AFL 23,94.0,76050.0,809.0425531914893
AEW: Fight Forever,15.0,18310.0,1220.6666666666667
AER - Memories of Old,2.0,1430.0,715.0
ADVERSE,3.0,1130.0,376.6666666666667
ADIOS Amigos,105.0,1012.0,9.638095238095238
ACA NEOGEO ZUPAPA! (Windows),2.0,63.0,31.5
ACA NEOGEO ZUPAPA!,4.0,196.0,49.0
ACA NEOGEO ZED BLADE (Windows),1.0,61.0,61.0
ACA NEOGEO ZED BLADE,1.0,199.0,199.0
ACA NEOGEO WORLD HEROES PERFECT (Windows),0.5,84.0,168.0
ACA NEOGEO WORLD HEROES PERFECT,0.5,241.0,482.0
ACA NEOGEO WORLD HEROES 2 JET (Windows),1.0,81.0,81.0
ACA NEOGEO WORLD HEROES 2 JET,1.0,205.0,205.0
ACA NEOGEO WORLD HEROES 2 (Windows),1.0,70.0,70.0
ACA NEOGEO WORLD HEROES 2,1.0,212.0,212.0
ACA NEOGEO WORLD HEROES (Windows),0.25,65.0,260.0
ACA NEOGEO WORLD HEROES,1.0,570.0,570.0
ACA NEOGEO WAKU WAKU 7 (Windows),1.0,83.0,83.0
ACA NEOGEO WAKU WAKU 7,1.0,219.0,219.0
ACA NEOGEO TWINKLE STAR SPRITES (Windows),1.0,88.0,88.0
ACA NEOGEO TWINKLE STAR SPRITES,0.5,228.0,456.0
ACA NEOGEO TOP PLAYER'S GOLF (Windows),2.0,85.0,42.5
ACA NEOGEO TOP PLAYER'S GOLF,15.0,221.0,14.733333333333333
ACA NEOGEO TOP HUNTER: RODDY & CATHY (Windows),1.0,80.0,80.0
ACA NEOGEO TOP HUNTER: RODDY & CATHY,1.0,205.0,205.0
ACA NEOGEO THRASH RALLY (Windows),2.0,73.0,36.5
ACA NEOGEO THRASH RALLY,2.0,191.0,95.5
ACA NEOGEO THE ULTIMATE 11: SNK FOOTBALL CHAMPIONSHIP (Windows),1.0,87.0,87.0
ACA NEOGEO THE ULTIMATE 11: SNK FOOTBALL CHAMPIONSHIP,1.0,228.0,228.0
ACA NEOGEO THE SUPER SPY (Windows),1.0,60.0,60.0
ACA NEOGEO THE SUPER SPY,1.0,189.0,189.0
ACA NEOGEO THE LAST BLADE 2 (Windows),0.5,108.0,216.0
ACA NEOGEO THE LAST BLADE 2,1.0,276.0,276.0
ACA NEOGEO THE LAST BLADE (Windows),0.25,86.0,344.0
ACA NEOGEO THE LAST BLADE,1.0,258.0,258.0
ACA NEOGEO THE KING OF FIGHTERS 2003 (Windows),0.5,112.0,224.0
ACA NEOGEO THE KING OF FIGHTERS 2003,0.5,292.0,584.0
ACA NEOGEO THE KING OF FIGHTERS 2002 (Windows),1.0,117.0,117.0
ACA NEOGEO THE KING OF FIGHTERS 2002,1.0,295.0,295.0
ACA NEOGEO THE KING OF FIGHTERS 2001 (Windows),0.25,121.0,484.0
ACA NEOGEO THE KING OF FIGHTERS 2001,1.0,297.0,297.0
ACA NEOGEO THE KING OF FIGHTERS 2000 (Windows),0.5,112.0,224.0
ACA NEOGEO THE KING OF FIGHTERS 2000,0.5,282.0,564.0
ACA NEOGEO THE KING OF FIGHTERS '99 (Windows),1.0,107.0,107.0
ACA NEOGEO THE KING OF FIGHTERS '99,1.0,276.0,276.0
ACA NEOGEO THE KING OF FIGHTERS '98 (Windows),1.0,113.0,113.0
ACA NEOGEO THE KING OF FIGHTERS '98,1.0,284.0,284.0
ACA NEOGEO THE KING OF FIGHTERS '97 (Windows),1.0,102.0,102.0
ACA NEOGEO THE KING OF FIGHTERS '97,1.0,266.0,266.0
ACA NEOGEO THE KING OF FIGHTERS '96 (Windows),0.25,90.0,360.0
ACA NEOGEO THE KING OF FIGHTERS '96,1.0,246.0,246.0
ACA NEOGEO THE KING OF FIGHTERS '95 (Windows),1.0,266.0,266.0
ACA NEOGEO THE KING OF FIGHTERS '95,1.0,727.0,727.0
ACA NEOGEO THE KING OF FIGHTERS '94 (Windows),1.0,76.0,76.0
ACA NEOGEO THE KING OF FIGHTERS '94,1.0,408.0,408.0
ACA NEOGEO SUPER SIDEKICKS 3: THE NEXT GLORY (Windows),1.0,91.0,91.0
ACA NEOGEO SUPER SIDEKICKS 3: THE NEXT GLORY,1.0,248.0,248.0
ACA NEOGEO SUPER SIDEKICKS 2 (Windows),1.0,85.0,85.0
ACA NEOGEO SUPER SIDEKICKS 2,1.0,220.0,220.0
ACA NEOGEO SUPER SIDEKICKS (Windows),1.0,65.0,65.0
ACA NEOGEO SUPER SIDEKICKS,1.0,203.0,203.0
ACA NEOGEO STRIKERS 1945 PLUS (Windows),1.0,93.0,93.0
ACA NEOGEO STRIKERS 1945 PLUS,7.0,278.0,39.714285714285715
ACA NEOGEO STREET HOOP (Windows),1.0,65.0,65.0
ACA NEOGEO STREET HOOP,1.0,205.0,205.0
ACA NEOGEO STAKES WINNER 2 (Windows),1.0,88.0,88.0
ACA NEOGEO STAKES WINNER 2,2.0,227.0,113.5
ACA NEOGEO STAKES WINNER (Windows),2.0,71.0,35.5
ACA NEOGEO STAKES WINNER,2.0,218.0,109.0
ACA NEOGEO SPIN MASTER (Windows),1.0,63.0,63.0
ACA NEOGEO SPIN MASTER,2.0,212.0,106.0
ACA NEOGEO SOCCER BRAWL (Windows),1.0,64.0,64.0
ACA NEOGEO SOCCER BRAWL,2.0,189.0,94.5
ACA NEOGEO SHOCK TROOPERS 2nd Squad (Windows),1.0,94.0,94.0
ACA NEOGEO SHOCK TROOPERS 2nd Squad,1.0,254.0,254.0
ACA NEOGEO SHOCK TROOPERS (Windows),0.5,75.0,150.0
ACA NEOGEO SHOCK TROOPERS,1.0,225.0,225.0
ACA NEOGEO SENGOKU 3 (Windows),2.0,91.0,45.5
ACA NEOGEO SENGOKU 3,2.0,242.0,121.0
ACA NEOGEO SENGOKU 2 (Windows),1.0,69.0,69.0
